# ----------------------------------------
# Raporlar anlık görüntüsü
# Hesap: Technofashion
# Mülk: Technofashion.com
# ----------------------------------------
#  
# Başlangıç tarihi: 20250501
# Bitiş tarihi: 20250531
N. gün,Etkin kullanıcı sayısı
0000,46
0001,52
0002,34
0003,31
0004,55
0005,49
0006,37
0007,63
0008,39
0009,50
0010,50
0011,40
0012,48
0013,48
0014,49
0015,31
0016,39
0017,32
0018,41
0019,58
0020,58
0021,34
0022,52
0023,36
0024,31
0025,59
0026,60
0027,69
0028,46
0029,54
0030,51

# Başlangıç tarihi: 20250501
# Bitiş tarihi: 20250531
N. gün,Yeni kullanıcı sayısı
0000,42
0001,47
0002,33
0003,28
0004,48
0005,41
0006,33
0007,57
0008,36
0009,47
0010,44
0011,32
0012,43
0013,44
0014,39
0015,26
0016,36
0017,30
0018,39
0019,48
0020,42
0021,30
0022,48
0023,34
0024,28
0025,55
0026,53
0027,57
0028,36
0029,46
0030,47

# Başlangıç tarihi: 20250501
# Bitiş tarihi: 20250531
N. gün,Etkin kullanıcı başına ortalama etkileşim süresi
0000,44.54347826086956
0001,26.596153846153847
0002,18.08823529411765
0003,34.16129032258065
0004,51.18181818181818
0005,20.6734693877551
0006,41.78378378378378
0007,18.555555555555557
0008,14.615384615384615
0009,53.98
0010,14.18
0011,33.425
0012,40.395833333333336
0013,20.104166666666668
0014,60.326530612244895
0015,24.29032258064516
0016,15.179487179487179
0017,36.5
0018,79.63414634146342
0019,33.37931034482759
0020,28.189655172413794
0021,59.3235294117647
0022,14.942307692307692
0023,32.916666666666664
0024,36.935483870967744
0025,100.8135593220339
0026,59.016666666666666
0027,66.81159420289855
0028,60.43478260869565
0029,27.537037037037038
0030,38.588235294117645

# Başlangıç tarihi: 20250501
# Bitiş tarihi: 20250531
N. gün,Toplam gelir
0000,0
0001,0
0002,0
0003,0
0004,0
0005,0
0006,0
0007,0
0008,0
0009,0
0010,0
0011,0
0012,0
0013,0
0014,0
0015,0
0016,0
0017,0
0018,0
0019,0
0020,0
0021,0
0022,0
0023,0
0024,0
0025,0
0026,0
0027,0
0028,0
0029,0
0030,0

# Yeni kullanıcılarınız nereden geliyor?
# Başlangıç tarihi: 20250501
# Bitiş tarihi: 20250531
İlk kullanıcı birincil kanal grubu (Varsayılan Kanal Grubu),Yeni kullanıcı sayısı
Organic Search,674
Direct,505
Unassigned,36
Referral,19
Organic Social,18
Organic Shopping,9
Paid Shopping,7
Paid Search,1

#  
# Başlangıç tarihi: 20250501
# Bitiş tarihi: 20250531
Oturumla ilişkilendirilen birincil kanal grubu (Varsayılan Kanal Grubu),Oturumlar
Organic Search,891
Direct,641
Unassigned,182
Organic Shopping,52
Referral,27
Organic Social,22
Paid Shopping,8
Paid Search,1

#  
# Başlangıç tarihi: 20250501
# Bitiş tarihi: 20250531
Ülke Kimliği,Etkin kullanıcı sayısı
AL,1
AR,5
AS,1
AT,1
AU,1
AW,2
BA,1
BD,6
BE,2
BG,4
BR,14
BS,1
BY,1
BZ,2
CA,6
CL,1
CM,1
CN,16
CO,8
CR,6
CY,1
CZ,1
DE,10
DO,2
EC,4
EE,1
EG,1
FI,2
FR,1
GB,5
GE,1
GH,3
GR,3
GT,2
GU,2
GY,1
HK,33
HN,4
HU,3
ID,5
IL,1
IN,10
IT,4
JM,1
JP,2
KE,2
KG,3
KW,2
LR,1
LV,1
MA,2
MT,1
MX,46
NG,2
NI,3
NL,1
PA,3
PE,10
PF,1
PH,13
PK,9
PL,4
PR,4
PS,1
PT,2
PY,2
RO,4
RS,1
RU,1
SA,3
SE,3
SG,5
SV,5
TR,382
TW,4
UA,4
US,632
VG,1
VN,7
XK,1
ZA,1
ZW,1

# Başlangıç tarihi: 20250501
# Bitiş tarihi: 20250531
Ülke,Etkin kullanıcı sayısı
US,632
TR,382
MX,46
HK,33
CN,16
BR,14
PH,13

# Etkin kullanıcılar nasıl bir eğilim gösteriyor?
# Başlangıç tarihi: 20250501
# Bitiş tarihi: 20250531
N. gün,30 gün,7 gün,1 gün
0000,1467,335,46
0001,1467,334,52
0002,1448,324,34
0003,1421,310,31
0004,1425,297,55
0005,1426,295,49
0006,1418,295,37
0007,1417,316,63
0008,1379,303,39
0009,1373,319,50
0010,1370,338,50
0011,1362,322,40
0012,1354,320,48
0013,1352,329,48
0014,1339,316,49
0015,1323,308,31
0016,1311,296,39
0017,1295,279,32
0018,1304,282,41
0019,1313,292,58
0020,1328,301,58
0021,1319,287,34
0022,1313,307,52
0023,1305,305,36
0024,1288,302,31
0025,1299,317,59
0026,1309,318,60
0027,1305,323,69
0028,1294,331,46
0029,1307,332,54
0030,1313,347,51

# 120 günlük ortalama değeriniz nereden geliyor?
# Başlangıç tarihi: 20250501
# Bitiş tarihi: 20250531
İlk kullanıcı birincil kanal grubu (Varsayılan Kanal Grubu),120 günlük ortalama değer


#  
# Başlangıç tarihi: 20250501
# Bitiş tarihi: 20250531
Ürün adı,Satın alınan ürünler


# Platformlarınızdaki etkinliklerin karşılaştırması nasıl?
# Başlangıç tarihi: 20250501
# Bitiş tarihi: 20250531
Platform,Önemli faaliyetler
